DATE,USREC,TB3MS,sp500,RiskFree
01/01/2000,0,1311.4063,1425.59,5.32
01/02/2000,0,1317.322527,1388.87,5.55
01/03/2000,0,1323.41162,1442.21,5.69
01/04/2000,0,1329.497405,1461.36,5.66
01/05/2000,0,1335.74804,1418.48,5.79
01/06/2000,0,1341.922301,1461.96,5.69
01/07/2000,0,1348.411764,1473,5.96
01/08/2000,0,1355.07106,1485.46,6.09
01/09/2000,0,1361.666937,1468.05,6
01/10/2000,0,1368.413191,1390.14,6.11
01/11/2000,0,1375.257652,1378.04,6.17
01/12/2000,0,1381.701658,1330.93,5.77
01/01/2001,0,1387.495932,1335.63,5.15
01/02/2001,0,1393.016012,1305.75,4.88
01/03/2001,0,1398.045853,1185.85,4.42
01/04/2001,1,1402.476501,1189.84,3.87
01/05/2001,1,1406.638691,1270.37,3.62
01/06/2001,1,1410.66565,1238.71,3.49
01/07/2001,1,1414.726918,1204.45,3.51
01/08/2001,1,1418.628429,1178.5,3.36
01/09/2001,1,1421.712272,1044.64,2.64
01/10/2001,1,1424.246364,1076.59,2.16
01/11/2001,1,1426.447016,1129.68,1.87
01/12/2001,0,1428.440534,1144.93,1.69
01/01/2002,0,1430.389941,1140.21,1.65
01/02/2002,0,1432.424179,1100.67,1.72
01/03/2002,0,1434.543547,1153.79,1.79
01/04/2002,0,1436.571923,1111.93,1.71
01/05/2002,0,1438.626738,1079.25,1.73
01/06/2002,0,1440.649083,1014.02,1.7
01/07/2002,0,1442.650626,903.59,1.68
01/08/2002,0,1444.583892,912.55,1.62
01/09/2002,0,1446.53161,867.81,1.63
01/10/2002,0,1448.422555,854.63,1.58
01/11/2002,0,1449.898883,909.93,1.23
01/12/2002,0,1451.328917,899.18,1.19
01/01/2003,0,1452.736431,895.84,1.17
01/02/2003,0,1454.145309,837.03,1.17
01/03/2003,0,1455.507588,846.63,1.13
01/04/2003,0,1456.871144,890.03,1.13
01/05/2003,0,1458.16386,935.96,1.07
01/06/2003,0,1459.277099,988,0.92
01/07/2003,0,1460.367068,992.54,0.9
01/08/2003,0,1461.518188,989.53,0.95
01/09/2003,0,1462.658141,1019.44,0.94
01/10/2003,0,1463.774811,1038.73,0.92
01/11/2003,0,1464.90443,1049.9,0.93
01/12/2003,0,1465.998602,1080.64,0.9
01/01/2004,0,1467.069356,1132.52,0.88
01/02/2004,0,1468.201517,1143.36,0.93
01/03/2004,0,1469.346683,1123.98,0.94
01/04/2004,0,1470.492742,1133.36,0.94
01/05/2004,0,1471.736855,1102.78,1.02
01/06/2004,0,1473.285449,1132.76,1.27
01/07/2004,0,1474.908471,1105.85,1.33
01/08/2004,0,1476.715301,1088.94,1.48
01/09/2004,0,1478.730589,1117.66,1.65
01/10/2004,0,1480.882093,1117.21,1.76
01/11/2004,0,1483.412694,1168.94,2.07
01/12/2004,0,1486.093123,1199.21,2.19
01/01/2005,0,1488.948257,1181.41,2.33
01/02/2005,0,1492.063758,1199.63,2.54
01/03/2005,0,1495.428587,1194.9,2.74
01/04/2005,0,1498.849622,1164.43,2.78
01/05/2005,0,1502.351547,1178.28,2.84
01/06/2005,0,1506.020192,1202.25,2.97
01/07/2005,0,1510.002904,1222.24,3.22
01/08/2005,0,1514.264793,1224.27,3.44
01/09/2005,0,1518.514242,1225.92,3.42
01/10/2005,0,1523.130995,1191.96,3.71
01/11/2005,0,1527.970317,1237.37,3.88
01/12/2005,0,1532.837311,1262.07,3.89
01/01/2006,0,1538.15085,1278.73,4.24
01/02/2006,0,1543.717058,1276.65,4.43
01/03/2006,0,1549.402279,1293.74,4.51
01/04/2006,0,1555.219994,1302.17,4.6
01/05/2006,0,1561.208715,1290.01,4.72
01/06/2006,0,1567.307771,1253.17,4.79
01/07/2006,0,1573.630715,1260.24,4.95
01/08/2006,0,1579.991713,1287.15,4.96
01/09/2006,0,1586.189373,1317.74,4.81
01/10/2006,0,1592.550548,1363.38,4.92
01/11/2006,0,1598.962632,1388.64,4.94
01/12/2006,0,1605.28575,1416.42,4.85
01/01/2007,0,1611.800296,1424.16,4.98
01/02/2007,0,1618.405497,1444.8,5.03
01/03/2007,0,1624.921681,1406.95,4.94
01/04/2007,0,1631.373383,1463.64,4.87
01/05/2007,0,1637.668382,1511.14,4.73
01/06/2007,0,1643.830615,1514.19,4.61
01/07/2007,0,1650.291809,1520.71,4.82
01/08/2007,0,1655.959537,1454.62,4.2
01/09/2007,0,1661.234211,1497.12,3.89
01/10/2007,0,1666.539053,1539.66,3.9
01/11/2007,0,1671.013698,1463.39,3.27
01/12/2007,0,1675.134868,1479.22,3
01/01/2008,1,1678.926167,1378.76,2.75
01/02/2008,1,1681.863833,1354.87,2.12
01/03/2008,1,1683.619673,1316.94,1.26
01/04/2008,1,1685.418951,1370.47,1.29
01/05/2008,1,1687.829707,1403.22,1.73
01/06/2008,1,1690.423802,1341.25,1.86
01/07/2008,1,1692.702983,1257.33,1.63
01/08/2008,1,1695.110272,1281.47,1.72
01/09/2008,1,1696.698293,1216.95,1.13
01/10/2008,1,1697.64272,968.8,0.67
01/11/2008,1,1697.911279,883.04,0.19
01/12/2008,1,1697.953721,877.56,0.03
01/01/2009,1,1698.137557,865.58,0.13
01/02/2009,1,1698.561508,805.23,0.3
01/03/2009,1,1698.858471,757.13,0.21
01/04/2009,1,1699.084819,848.15,0.16
01/05/2009,1,1699.339472,902.41,0.18
01/06/2009,1,1699.594163,926.12,0.18
01/07/2009,0,1699.848892,935.82,0.18
01/08/2009,0,1700.089517,1009.73,0.17
01/09/2009,0,1700.259432,1044.55,0.12
01/10/2009,0,1700.358582,1067.66,0.07
01/11/2009,0,1700.429414,1088.07,0.05
01/12/2009,0,1700.500249,1110.38,0.05
01/01/2010,0,1700.585251,1123.58,0.06
01/02/2010,0,1700.741059,1089.16,0.11
01/03/2010,0,1700.953506,1152.05,0.15
01/04/2010,0,1701.180133,1197.32,0.16
01/05/2010,0,1701.406791,1125.06,0.16
01/06/2010,0,1701.576838,1083.36,0.12
01/07/2010,0,1701.803549,1079.8,0.16
01/08/2010,0,1702.03029,1087.28,0.16
01/09/2010,0,1702.242898,1122.08,0.15
01/10/2010,0,1702.427198,1171.58,0.13
01/11/2010,0,1702.625687,1198.89,0.14
01/12/2010,0,1702.824199,1241.53,0.14
01/01/2011,0,1703.036906,1282.62,0.15
01/02/2011,0,1703.221292,1321.12,0.13
01/03/2011,0,1703.363162,1304.49,0.1
01/04/2011,0,1703.448307,1331.51,0.06
01/05/2011,0,1703.505078,1338.31,0.04
01/06/2011,0,1703.561851,1287.29,0.04
01/07/2011,0,1703.618626,1325.19,0.04
01/08/2011,0,1703.647017,1185.31,0.02
01/09/2011,0,1703.661213,1173.88,0.01
01/10/2011,0,1703.689605,1207.22,0.02
01/11/2011,0,1703.703802,1226.42,0.01
01/12/2011,0,1703.717999,1243.32,0.01
01/01/2012,0,1703.760586,1300.58,0.03
01/02/2012,0,1703.888315,1352.49,0.09
01/03/2012,0,1704.001866,1389.24,0.08
01/04/2012,0,1704.115425,1386.43,0.08
01/05/2012,0,1704.243181,1341.27,0.09
01/06/2012,0,1704.370946,1323.48,0.09
01/07/2012,0,1704.512912,1359.78,0.1
01/08/2012,0,1704.65489,1403.45,0.1
01/09/2012,0,1704.811071,1443.42,0.11
01/10/2012,0,1704.953073,1437.82,0.1
01/11/2012,0,1705.080892,1394.51,0.09
01/12/2012,0,1705.180323,1422.29,0.07
01/01/2013,0,1705.27976,1480.4,0.07
01/02/2013,0,1705.421802,1512.31,0.1
01/03/2013,0,1705.549656,1550.83,0.09
01/04/2013,0,1705.63491,1570.7,0.06
01/05/2013,0,1705.691754,1639.84,0.04
01/06/2013,0,1705.762808,1618.77,0.05
01/07/2013,0,1705.819656,1668.68,0.04
01/08/2013,0,1705.876507,1670.09,0.04
01/09/2013,0,1705.904935,1687.17,0.02
01/10/2013,0,1705.975998,1720.03,0.05
01/11/2013,0,1706.075482,1783.54,0.07
01/12/2013,0,1706.174971,1807.78,0.07
01/01/2014,0,1706.231833,1822.36,0.04
01/02/2014,0,1706.30291,1817.04,0.05
01/03/2014,0,1706.373989,1863.52,0.05
01/04/2014,0,1706.416643,1864.26,0.03
01/05/2014,0,1706.459297,1889.77,0.03
01/06/2014,0,1706.516169,1947.09,0.04
01/07/2014,0,1706.558826,1973.1,0.03
01/08/2014,0,1706.601484,1961.53,0.03
01/09/2014,0,1706.629925,1993.23,0.02
01/10/2014,0,1706.658366,1937.27,0.02
01/11/2014,0,1706.686808,2044.57,0.02
01/12/2014,0,1706.729469,2054.27,0.03
01/01/2015,0,1706.772131,2028.18,0.03
01/02/2015,0,1706.800575,2082.2,0.02
01/03/2015,0,1706.843239,2079.99,0.03
01/04/2015,0,1706.871684,2094.86,0.02
01/05/2015,0,1706.900129,2111.94,0.02
01/06/2015,0,1706.928575,2099.29,0.02
01/07/2015,0,1706.971242,2094.14,0.03
01/08/2015,0,1707.070784,2039.87,0.07
01/09/2015,0,1707.099232,1944.41,0.02
01/10/2015,0,1707.127681,2024.81,0.02
01/11/2015,0,1707.2983,2080.62,0.12
01/12/2015,0,1707.625188,2054.08,0.23
01/01/2016,0,1707.994733,1918.6,0.26
01/02/2016,0,1708.43534,1904.42,0.31
01/03/2016,0,1708.847664,2021.95,0.29
01/04/2016,0,1709.174848,2075.54,0.23
01/05/2016,0,1709.558937,2065.55,0.27
01/06/2016,0,1709.943113,2083.89,0.27
01/07/2016,0,1710.370012,2148.9,0.3
01/08/2016,0,1710.797018,2170.95,0.3
01/09/2016,0,1711.209912,2157.69,0.29
01/10/2016,0,1711.679784,2143.02,0.33
01/11/2016,0,1712.320344,2164.99,0.45
01/12/2016,0,1713.046385,2246.63,0.51
01/01/2017,0,1713.772733,2275.12,0.51
01/02/2017,0,1714.513604,2329.91,0.52
01/03/2017,0,1715.567318,2366.82,0.74
01/04/2017,0,1716.706857,2359.31,0.8
01/05/2017,0,1717.974917,2395.35,0.89
01/06/2017,0,1719.371667,2433.99,0.98
01/07/2017,0,1720.897306,2454.1,1.07
01/08/2017,0,1722.339066,2456.22,1.01
01/09/2017,0,1723.810474,2492.84,1.03
01/10/2017,0,1725.340051,2557,1.07
01/11/2017,0,1727.098633,2593.61,1.23
01/12/2017,0,1728.987043,2664.34,1.32
01/01/2018,0,1731.005591,2789.8,1.41
01/02/2018,0,1733.254188,2705.16,1.57
01/03/2018,0,1735.690705,2702.77,1.7
01/04/2018,0,1738.216078,2653.63,1.76
01/05/2018,0,1740.887614,2701.49,1.86
01/06/2018,0,1743.620303,2754.35,1.9
01/07/2018,0,1746.442948,2793.64,1.96
01/08/2018,0,1749.37021,2857.82,2.03
01/09/2018,0,1752.445435,2901.5,2.13
01/10/2018,0,1755.697864,2785.46,2.25
01/11/2018,0,1759.070972,2723.23,2.33
01/12/2018,0,1762.507961,2567.31,2.37
01/01/2019,0,1765.951665,2607.39,2.37
01/02/2019,0,1769.430902,2754.86,2.39
01/03/2019,0,1772.931423,2803.98,2.4
01/04/2019,0,1776.409953,2903.8,2.38
01/05/2019,0,1779.85184,2854.71,2.35
01/06/2019,0,1783.038831,2890.17,2.17
01/07/2019,0,1786.159149,2996.11,2.1
01/08/2019,0,1789.061658,2897.49,1.95
01/09/2019,0,1791.87943,2982.156,1.89
01/10/2019,0,1794.343264,2977.68,1.65
01/11/2019,0,1796.646004,3104.9045,1.54
01/12/2019,0,1798.9517,3223.38,1.54
